,user,team,timestamp,likes,replies,retweets,text,polarity,positive,negative
323,NatStatNHL,@MapleLeafs,2018-06-03 23:10:04,0,0,0," Toronto Maple Leafs: Who Is This Laurence Gilman guy? (Editor in Leaf)
@MapleLeafs
http://ntst.co/k2Rqf ",0.0,0,0
324,zeonchar,@MapleLeafs,2018-06-03 23:08:48,0,0,0,"Damn, really?",0.2,1,0
325,Hansen_Colin,@MapleLeafs,2018-06-03 22:03:48,0,0,0,Marty Marincin has a bright future as @MapleLeafs 13th d-man @TheAHL @TorontoMarlies #CalderCup,0.23333333333333336,1,0
326,Universe_CAN,@MapleLeafs,2018-06-03 21:07:23,1,0,0,"Players picked 25-30 from 2003-2015:
Corey Perry
Cory Schneider
Mike Green
Nick Foligno
John Carlson
Evgeny Kuznetsov
Rickard Rakell
Shea Theodore
David Pastrňák 
and other quality players",-0.1625,0,1
327,Terra_Fabulous,@MapleLeafs,2018-06-03 20:21:17,0,0,0,Can’t be the @MapleLeafs or we might have some words ,0.0,0,0
328,ErikZarins,@MapleLeafs,2018-06-03 20:09:46,0,0,0,"Dear @MapleLeafs
DUMP FREDDY ANDERSON,
Call up Garret Sparks!

Because The @TorontoMarlies know how to get the job done! 
#TMLtalk #MarliesLive",0.0,0,0
329,JonnyCashback,@MapleLeafs,2018-06-03 19:30:19,0,0,0,There are few things better than sniping someone on eBay. Can't wait to get the little man in his first @MapleLeafs jersey.,0.090625,1,0
330,wolf3328,@MapleLeafs,2018-06-03 19:12:58,1,0,0,"One takeaway from the #NHLCombine this past weekend was the amount of time the @MapleLeafs and @SanJoseSharks brass spent together Saturday. Could be nothing, could have been coincidence. Just something to keep an eye on. #NHLTradeTalk",-0.175,0,1
331,Pond_Sweaters,@MapleLeafs,2018-06-03 19:01:52,0,0,0,"Last day for 10% off sale on all game-worn, game-issued, & signed jerseys! http://www.ebay.com/str/icejerseyking … @NHLFlyers @NHLFlames @NHLJets @ColumbusBlueJacketsNHL @DallasStars @NHLBruins @GoldenKnights @MapleLeafs @NJDevils @Senators",0.0,0,0
332,b0bbybo0m,@MapleLeafs,2018-06-03 18:57:52,3,0,0,Doughty locking up for 12M here real Quick... seen what I did there? Sorry @MapleLeafs,0.0,0,0
333,ekholm_c,@MapleLeafs,2018-06-03 18:11:14,0,0,0,"Can't enter outside Canada. As a Swede, I'd love to win Nylanders shirt... What a shame.. :(",0.1375,1,0
334,MapleLeafs,@MapleLeafs,2018-06-03 16:00:42,212,6,21,"Do you proudly represent the Blue and White?

Show us how you ’fan’ in our Leafs Nation Fan Gallery  http://bit.ly/2FZolAr  #TMLtalkpic.twitter.com/Thrmtwf0nJ",0.26666666666666666,1,0
335,CraigJButton,@MapleLeafs,2018-06-03 15:57:13,1,0,0,They are in good hands but thanks for consideration. ,0.44999999999999996,1,0
336,kvoy8,@MapleLeafs,2018-06-03 15:56:34,0,1,0,"You should offer to run the 2018 draft for the Leafs, Craig.",0.0,0,0
337,PeterGMuir,@MapleLeafs,2018-06-03 15:34:27,0,0,0,My favourite Leaf as well. I am glad I got to see him play during his whole career.,0.35,1,0
338,BMBCHMc,@MapleLeafs,2018-06-03 15:32:19,1,0,0,@MapleLeafs @LeafsAlumni @TorontoMarlies @PR_NHL @NHL @NHLAlumni A BIG thank-you to all the players and alumni that take time out of their day to sign autographs!  It doesn’t go unnoticed and brings BIG smiles to your little fans!!!pic.twitter.com/z7LBwwETt6,-0.096875,0,1
339,monkeysandmore,@MapleLeafs,2018-06-03 15:13:23,2,0,1,"#mapleleaf blankets! Who does not love @MapleLeafs  We also have them in Red with the white #leafs for #Canadaday :) Order on our website. $45 plus tax and shipping. They are 60in x 80in and made with fleece!

#halifax #toronto #canada
http://www.monkeysandmore.com pic.twitter.com/Gr5vqyhskK",0.09375,1,0
340,pmoorman2,@MapleLeafs,2018-06-03 15:12:41,1,0,0,"My favourite Leaf of all time! Man, I loved to watch Davey play hockey!",0.875,1,0
341,truckerjoe51,@MapleLeafs,2018-06-03 15:11:04,0,0,0,,,0,0
342,GoaliePro,@MapleLeafs,2018-06-03 14:37:39,23,0,3,We are glad to announce that Kasimir Kaskisuo of the @mapleleafs organization will join us for our GoaliePro Toronto camp 1st week of August. Camp will be organized together with @finngoalie_training pic.twitter.com/vrVRCCpIKy,0.5,1,0
343,P3WORLD,@MapleLeafs,2018-06-03 14:11:56,0,0,0,"Us old @LAKings fans remember it well. After marching across and beating Canadian teams (@NHLFlames @NHLCanucksWagon @MapleLeafs ) to get there, that night was a crushing blow and the beginning of the end of that power teams siege on the league. @NHLPA @NHLNetwork",0.25,1,0
344,DannieD2112,@MapleLeafs,2018-06-03 14:09:23,3,0,0,,,0,0
345,PaulCasamassima,@MapleLeafs,2018-06-03 14:07:26,3,1,0,Always great lol ,0.8,1,0
346,DannieD2112,@MapleLeafs,2018-06-03 14:05:40,3,1,1,Much appreciated my good friend!!!  Can't wait until we can go again!  Such great times ,0.5,1,0
347,HedgehogOptions,@MapleLeafs,2018-06-03 14:04:37,2,0,0,"@kyledubas - congrats on the huge new role. 

- let's get Nylander signed up - 5 x $5.5/6 a NO brainer.  We're getting him cheap after an avg season. Total gift vs what lies ahead

#TMLtalk @MapleLeafs",0.2340909090909091,1,0
348,PaulCasamassima,@MapleLeafs,2018-06-03 13:56:28,15,1,2,"Happy #Birthday to my great friend @DannieD2112! Always good times hanging out at the @AirCanadaCentre watching our beloved @MapleLeafs! All the best on your day! Go #LeafsGo!!! #TMLtalk #StandWitness
pic.twitter.com/2k5JRrIIpN – at Air Canada Centre",0.875,1,0
349,turdted,@MapleLeafs,2018-06-03 13:35:10,0,0,0,"Looks like a straight blade, no curve at all.",0.2,1,0
350,MapleLeafs,@MapleLeafs,2018-06-03 13:26:19,290,0,29,"Yesterday was an instant classic. Here's to another great game, @TorontoMarlies. #ThisIsMorehttps://twitter.com/TorontoMarlies/status/1003262621880119301 …",0.14166666666666666,1,0
351,mapleirish,@MapleLeafs,2018-06-03 13:22:02,0,0,0,@chrissyteigen @NHL @MapleLeafs - you would be a spectacular goalie! Check out my fav player growing up Mike Palmateer https://twitter.com/chrissyteigen/status/1003105613486755840 …,0.75,1,0
352,randazzle7828,@MapleLeafs,2018-06-03 13:06:24,4,0,0,"Congratulations to @MapleLeafs broadcaster Joe Bowen  @BonsieTweets for being honoured by the Hockey Hall of Fame. @HockeyHallFame
#HolyMackinaw #TMLtalk Outstanding contributions as a hockey broadcaster!!https://twitter.com/hockeynight/status/1003157339829088256 …",0.5,1,0
353,LeafsDivison,@MapleLeafs,2018-06-03 12:51:04,1,0,0,"On this day in 1975, the @MapleLeafs drafted Don Ashby as their first choice, 6th overall in the 1975 Amateur Draft. With the departures of Dave Keon and Norm Ullman to the rival WHA, Ashby immediately became one of the Leafs' top centermen. #TMLtalk #hockeypic.twitter.com/YiomBnrw52",0.125,1,0
354,Dave_Stubbs,@MapleLeafs,2018-06-03 12:25:25,109,4,30,"Happy 36th year of retirement to @HockeyHallFame @MapleLeafs legend Dave Keon, who hung up his skates on this June 3 in 1982 #StanleyCup
https://www.nhl.com/news/maple-leafs-legend-dave-keon-reflects/c-282727472 …pic.twitter.com/KG0YSrhLCn",0.8,1,0
355,trtdfge,@MapleLeafs,2018-06-03 12:08:30,1,0,0,Awesome game,0.3,1,0
356,alangdon17,@MapleLeafs,2018-06-03 11:59:55,2,0,0,that one is still a work in progress ,0.0,0,0
357,tgreenc,@MapleLeafs,2018-06-03 11:58:38,1,1,0,Congratulations you look like a great couple. Hope she is a @MapleLeafs fan too then she is marriage material.  ,0.8,1,0
358,cbcbooks,@MapleLeafs,2018-06-03 11:00:00,13,0,4,".@MapleLeafs forward @ZachHyman talks about his new children's book, The Magician's Secret:http://www.cbc.ca/radio/q/friday-june-1-2018-andrew-alexander-chvrches-and-more-1.4685950/athletes-want-to-be-well-rounded-people-zach-hyman-on-his-new-children-s-book-and-exploring-his-passions-1.4685960 …",0.13636363636363635,1,0
359,Mr_ShaunD,@MapleLeafs,2018-06-03 08:55:17,1,0,0,I would think if it's a Toronto team admitting defeat early ... It'd be the @MapleLeafs ;),0.175,1,0
360,httpchxnceyy,@MapleLeafs,2018-04-18 23:57:40,1,0,0,let's get it boys i believe in you pic.twitter.com/Ww1UEjss1z,0.0,0,0
361,KWetelainen,@MapleLeafs,2018-04-18 23:57:36,0,0,0,They'll be fine if they play as hard as they did the 1st 2 periods of last game and if Andersen plays like he did in 3rd period .,-0.05500000000000001,0,1
362,yvonne_christie,@MapleLeafs,2018-04-18 23:56:55,2,1,0,@MapleLeafs When you get the whole family into the playoffs to cheer on your team #lovemyleafs #lovemydog #webleedblueandwhitepic.twitter.com/5fP77rvxFD,0.2,1,0
363,MapleLeafs,@MapleLeafs,2018-04-18 23:56:51,535,11,61,"Bolstered by Game 3 win, @MapleLeafs set sights on levelling series.

: https://atnhl.com/2EYb0WY 
#TMLtalkpic.twitter.com/jiJjGVTW7R",0.2,1,0
364,cpenzien4,@MapleLeafs,2018-04-18 23:54:00,2,2,0,"Subbans hit wasn't a hockey play? It was more of a hockey play than the other two. You have absolutely no education in playoff hockey, man. Suggest you take up curling if you cant handle this game.",-0.03125,0,1
365,tanyarezak,@MapleLeafs,2018-04-18 23:37:51,2,0,0,But weren’t you in high school last week?  ~runs,0.08,1,0
366,garretthoops_,@MapleLeafs,2018-04-18 23:36:06,0,0,0,thank you for phil kessel @MapleLeafs,0.0,0,0
367,nakednews,@MapleLeafs,2018-04-18 23:30:27,40,1,4,Eila Adams shares her thoughts on the incredible run of the @GoldenKnights in the Naked Sports Report! (See you in the #StanleyCup Finals against the @MapleLeafs? ) ➤ http://tw.nkdn.ws  #VegasBorn #StandWitnesspic.twitter.com/Rse4glQHdh,0.45,1,0
368,daletheginger,@MapleLeafs,2018-04-18 23:20:07,0,0,0,Morrissey only one game suspension for cross check to the face.  How did Kadri get 3!!! BS!! @NHL @NHLPlayerSafety @MapleLeafs @LeafsMaz20,-0.13333333333333333,0,1
369,BillBiroux,@MapleLeafs,2018-04-18 23:20:03,0,3,0,@Rogers puting @BlueJays ads during @Mapleleafs playoff games. What a SLAP in the face for the #Leafs. SHOWS how LITTLE ROGERS cares about HOCKEY. WORST #Leafs owner in HISTORY. Worse than HAROLD BALLARD. SELL the LEAFS @Rogers to someone who CARES! #Tmltalk,-0.5625,0,1
370,mikeboada,@MapleLeafs,2018-04-18 23:19:06,0,0,0,"#PorSiTeníanElPendiente

Mañana vuelven a jugar los @MapleLeafs...

La serie va 2-1 para Boston...

#Let'sGO Maplehttps://twitter.com/MapleLeafs/status/986741163045498881 …",0.0,0,0
371,Lana_M_Turner,@MapleLeafs,2018-04-18 23:10:58,0,0,0,OH my.. that is funny.  But I am glad the @MapleLeafs are still playing!  #GoLeafsGo,0.4375,1,0
372,KRXworldWIDE,@MapleLeafs,2018-04-18 23:05:26,0,0,0,#StandWitness @mapleleafs https://leafsnation.mapleleafs.com/share-image/baf7ae00-3d21-4aab-9564-02a0775048f9 …,0.0,0,0
373,SenirPpe1,@MapleLeafs,2018-04-18 23:03:17,3,0,0,Please beat Boston,0.0,0,0
374,FeistyMonk,@MapleLeafs,2018-04-18 23:03:05,1,0,0,"No thanks. I'd rather use my money for important things like food, and oh, yes, paying my taxes ::hint hint::",0.15000000000000002,1,0
375,chrisd6979,@MapleLeafs,2018-04-18 23:02:09,3,0,0,Can’t wait for tomorrow #GoLeafsGo  #LoudAndProud  #LeafSuperFan @MapleLeafs @Molson_Canadian so pumped up,0.0,0,0
376,heyitstudes,@MapleLeafs,2018-04-18 23:01:56,0,0,0,Grand[slam]erson! @MapleLeafs,0.0,0,0
377,PaulMota6,@MapleLeafs,2018-04-18 23:01:19,0,0,0,Go leafs go beat those goons,0.0,0,0
378,MapleLeafs,@MapleLeafs,2018-04-18 23:00:00,341,8,56,"""It was crazy. It was great. Using that excitement and energy from the fans....""
 
#TheLeaf: Blueprint Moment presented by @Molson_Canadianpic.twitter.com/OSuyQ2TAU2",0.10000000000000003,1,0
379,BillBiroux,@MapleLeafs,2018-04-18 22:56:37,0,0,0,@Mapleleafs who BLOCKED me LOL REFUSE to play MATT MARTIN @mattymarts17 so as to NOT offend the snowflake media types who ABHOR tough hockey. They want SPEED andSKILL. Sorry ladies a slap in the face beats SPEED and SKILL EVERY TIME #Tmltalk@@hockeynight,-0.029629629629629617,0,1
380,nmelson11,@MapleLeafs,2018-04-18 22:54:24,1,0,0,Thank you sir! Wishing for a @MapleLeafs Stanley Cup win this year.,0.8,1,0
381,HelloSandraLove,@MapleLeafs,2018-04-18 22:51:28,0,0,0,It was Mike Palmateer who tossed me a puck @MapleLeafs Gardens #thankshttps://twitter.com/cbcthenational/status/986256514993270785 …,0.0,0,0
382,iFollowSports55,@MapleLeafs,2018-04-18 22:47:45,1,0,0,The battle for the Bobby Orr trophy for the @OHLHockey Eastern Conference Title begins between the @BulldogsOHL & @KingstonFronts @hockeynight @Sportsnet @TSN_Sports @NHL @CraigJButton @TSNBobMcKenzie @FriedgeHNIC @mirtle @tsnjamesduthie @MapleLeafs #Humboldtstrongpic.twitter.com/8LvK0jiVqc,0.0,0,0
383,ronfig75,@MapleLeafs,2018-04-18 22:47:01,0,0,0,Love this idea! #TMLtalk #StandWitnesspic.twitter.com/03fQMDNnIh,0.625,1,0
384,mdubs91,@MapleLeafs,2018-04-18 22:47:00,0,0,0,Oh! Oh! I know this one. What is the @MapleLeafs didn’t win the cup?,0.8,1,0
385,MathewHills1,@MapleLeafs,2018-04-18 22:46:10,0,0,0,https://secure.avaaz.org/en/petition/Joe_Bowen_Bring_Joe_Bowen_back_to_back_to_the_Leafs_on_TV/?oljycnb&utm_source=sharetools&utm_medium=twitter&utm_campaign=petition-514740-Joe_Bowen_Bring_Joe_Bowen_back_to_back_to_the_Leafs_on_TV&utm_term=ljycnb%2Ben …,0.0,0,0
386,ThreeBoysCrazy,@MapleLeafs,2018-04-18 22:46:03,0,0,0,"@MapleLeafs Fans are louder than @BlueJays Fans ...just saying 
More.music !!!!pic.twitter.com/u4TwvuvoF6",0.0,0,0
387,hurtswhenilaugh,@MapleLeafs,2018-04-18 22:45:17,3,1,0,Alyssa Milano doesn’t pay her taxes and filed for bankruptcy.,0.0,0,0
388,hurtswhenilaugh,@MapleLeafs,2018-04-18 22:44:43,0,0,0, Alyssa Milano is filth.,0.0,0,0
389,GoGoLeafsGo,@MapleLeafs,2018-04-18 22:44:10,0,0,0,In Amsterdam  2 fn am,0.0,0,0
390,MrsMariaWright,@MapleLeafs,2018-04-18 22:43:18,0,0,0,Why can't the @MapleLeafs game be on tonight when I don't have to train! Grrrrr,-0.5,0,1
391,pixiejss,@MapleLeafs,2018-04-18 22:42:06,5,0,1,"Pay your taxes, Alyssa.",0.0,0,0
392,MathewHills1,@MapleLeafs,2018-04-18 22:40:47,0,0,0,https://secure.avaaz.org/en/petition/Joe_Bowen_Bring_Joe_Bowen_back_to_back_to_the_Leafs_on_TV/?oljycnb&utm_source=sharetools&utm_medium=twitter&utm_campaign=petition-514740-Joe_Bowen_Bring_Joe_Bowen_back_to_back_to_the_Leafs_on_TV&utm_term=ljycnb%2Ben …,0.0,0,0
393,SportsScoop1,@MapleLeafs,2018-04-18 22:36:26,0,0,0,@Bruins look to take a 3-1 series lead over the @MapleLeafs.  How can Boston make it happen?  Find out the keys to victory at http://sports-scoop.com .,0.0,0,0
394,Casual_Mats,@MapleLeafs,2018-04-18 22:35:42,0,0,0,@saskystewart @MapleLeafs if you need a pic for WITNESS feel free to use mine  pic.twitter.com/UYzNi95gti,0.4,1,0
395,Shane_Mills,@MapleLeafs,2018-04-18 22:34:33,0,0,0,"Ambivalent about @BlueJays match being on #FacebookLive - but wow, there's lots of hate for it. Just happy #bluejays winning and that it bodes well for @MapleLeafs #sportsnerd",0.15,1,0
396,Muffin_Onion,@MapleLeafs,2018-04-18 22:33:18,2,0,0,#halfway #beautifulview #flying @AirCanada #lovingCanada #GoLeafs @MapleLeafs  pic.twitter.com/Mb8V6O13Qr,0.0,0,0
397,Hockeynerd1116,@MapleLeafs,2018-04-18 22:23:45,1,0,0,#StandWitness https://leafsnation.mapleleafs.com/share-image/dc9fd4f0-6136-44c2-a228-87034e86250c … I am proud to be a Leafs fan since 93 and will die as a Leafs fan no matter what. @itzmartinaol @MapleLeafs @Steve_Dangle @TheFordFANatic @BonsieTweets @AirCanadaCentrepic.twitter.com/7oOn8e6LYF,0.8,1,0
398,kbells1989,@MapleLeafs,2018-04-18 22:22:59,0,0,0,She’s a big fan.. even on off days.  @MapleLeafs @TheFordFANatic #TMLtalk #BecauseItsTheCup #StanleyCuppic.twitter.com/HQabXSsniq,0.0,0,0
399,noah_whiteside,@MapleLeafs,2018-04-18 22:20:50,0,0,0,@MapleLeafs @Drake @justinbieberpic.twitter.com/hgaemIjh1k,0.0,0,0
400,Tootall7423,@MapleLeafs,2018-05-28 23:51:19,1,0,0,"Thanks for being a part of the solution Curtis! You have a thankless, and very hard job to do. We really appreciate what you do.",0.0236111111111111,1,0
401,HydeParkFeeds,@MapleLeafs,2018-05-28 23:46:36,1,1,0,How awesome is that!!,1.0,1,0
402,kirkbburgess,@MapleLeafs,2018-05-28 23:34:38,1,1,0,"First goalie, that I remember, who rolled his stick over to shoot right handed.",0.26785714285714285,1,0
403,GoalieHistory,@MapleLeafs,2018-05-28 23:30:00,7,1,0,1985: Don Edwards traded by @NHLFlames to @MapleLeafs http://hockeygoalies.org/bio/edwardsd.html …pic.twitter.com/nI9eDNU3hx,0.0,0,0
404,FloydSarah16,@MapleLeafs,2018-05-28 23:21:56,0,0,0,Make no wonder I am a proud @MapleLeafs fan!  https://twitter.com/HumboldtStrong/status/1000438050642714624 …,1.0,1,0
405,mariocosentino7,@MapleLeafs,2018-05-28 23:05:24,0,1,1,If OVI doesn't win it this year the door will start closing very fast on him this is why I believe he's going guns a blazing,0.53,1,0
406,lxuisbcfc,@MapleLeafs,2018-05-28 22:44:42,0,0,0,Announce Tavares @MapleLeafs https://twitter.com/frank_seravalli/status/1001230864192360449 …,0.0,0,0
407,AugieRunGood,@MapleLeafs,2018-05-28 22:44:28,1,0,1,"Also 18,654 days since @MapleLeafs played in a #StanleyCup Final playoff game.... #TMLTalk #NHLpic.twitter.com/LZTPRw6FxO",-0.2,0,1
408,heIIskeIIs,@MapleLeafs,2018-05-28 22:27:27,2,0,0,I'd never seen this video before. @MapleLeafs please sign him. #BozieDontGo #TMLTalkhttps://www.youtube.com/watch?v=NbwRbtt9I4c …,0.0,0,0
409,SonsOfHockey,@MapleLeafs,2018-05-28 22:14:08,3,0,1,Order @OriginalFunko Pop! @NHL Series @mriles4 now at https://goo.gl/tlWfiO  #WCH2016 @MapleLeafs #TMLTalk #NHLpic.twitter.com/O8a2qy2nuf,0.0,0,0
410,Alex_Lord_XI,@MapleLeafs,2018-05-28 21:30:13,0,1,0," NHL #StanleyCup Final predictions on #MondayMotivation May 28, Monday
 #WSHvsVGK 4-5",0.0,0,0
411,theshawnsimmons,@MapleLeafs,2018-05-28 21:12:10,0,0,0,@timandsid as a @MapleLeafs fan and all the anguish we have suffered I cant wait to see the VGK empire fall.,0.0,0,0
412,Darrell_Samuels,@MapleLeafs,2018-05-28 21:11:43,1,0,0,"As a long-time @MapleLeafs fan, I am not ashamed to say that I am rooting for the @GoldenKnights over the @Capitals #NHL #TMLTalk #GoldenKnights #Capitals",0.0,0,0
413,babymama1701,@MapleLeafs,2018-05-28 21:08:16,0,0,0,Even more proud to be a @MapleLeafs fan when you find out ur teams coach was the first one to do the Broncos first day of training camp. #bleedblueandwhiteforever,0.45,1,0
414,babymama1701,@MapleLeafs,2018-05-28 21:05:57,1,0,0,Even more proud to be a @MapleLeafs fan when you find out ur teams coach was the first one to do the Broncos first day of training camp. #bleedblueandwhiteforever,0.45,1,0
415,MapleLeafs,@MapleLeafs,2018-05-28 21:00:11,88,0,15,"Sitting down with @HennyTweets, @EngvallPierre talks about his first visit to the @TourCNTower (and how he feels about heights), skating and what it means to join the @TorontoMarlies.

WATCH: http://bit.ly/2xkOCbN  | #TMLtalkpic.twitter.com/LiyMte99cO",0.04722222222222221,1,0
416,SonsOfHockey,@MapleLeafs,2018-05-28 20:23:07,2,0,1,"Order this @MapleLeafs jersey ornament today! 

Order Here: https://goo.gl/WxJBZr 
@nhl #SonsOfHockey #Hallmark #TMLtalk #Leafs #Canadapic.twitter.com/OQOzdyQ9Yx",0.0,0,0
417,Shattenkirk,@MapleLeafs,2018-05-28 20:16:56,1,0,0,I don’t think there has ever been a problem finding a team in need of a RHD. @MapleLeafs,0.0,0,0
418,BillyMcCreary,@MapleLeafs,2018-05-28 20:00:40,4,1,0,"Nice piece on one of my former teammates, Stevie Briere.  Not only does Stevie do a fantastic job with the @MapleLeafs but he also invests a ton of time to developing youth hockey goaltenders..... a true professional. https://twitter.com/Glass_and_Out/status/1001186348907278336 …",0.2416666666666667,1,0
419,aj_foss,@MapleLeafs,2018-05-28 19:52:02,0,0,0,See where your team lands in my article of the 25 best #StanleyCupFinals moments of all time: http://oldschoolsportsblog.blogspot.com/2017/05/25-greatest-stanley-cup-finals-moments.html … @penguins @MapleLeafs @Avalanche @NYRangers @TBLightning,1.0,1,0
420,MlleBruzas,@MapleLeafs,2018-05-28 19:00:06,1,0,0,Zack Hyman from the @MapleLeafs visited our amazing students today for Right to Play #PlayYourPart #icpspic.twitter.com/OQffmI5T2C,0.4428571428571429,1,0
421,2213colossus,@MapleLeafs,2018-05-28 18:26:25,0,0,0,you forgot @MapleLeafs can't go to the 2nd round!,-0.125,0,1
422,nickdangelo61,@MapleLeafs,2018-05-28 18:06:45,1,0,0,God his head is literally a rectangle,0.0,0,0
423,bibowski,@MapleLeafs,2018-05-28 17:59:14,0,0,0,pic.twitter.com/Hh6gs9Qf4Q,0.0,0,0
424,rory_mg,@MapleLeafs,2018-05-28 17:35:46,2,0,0,legit turned my focus towards @MapleLeafs - can't help but appreciate a functioning #system and competent front officehttps://twitter.com/Le_Collectif/status/1001131992715616258 …,0.5,1,0
425,saravonsega,@MapleLeafs,2018-05-28 17:20:39,1,0,0,Literally the biggest disappointment,-0.6,0,1
426,Glass_and_Out,@MapleLeafs,2018-05-28 17:19:43,2,0,0,"Toronto @MapleLeafs goalie coach Steve Briere on extra goalie time during practice: “5 minutes probably isn’t enough to improve anything. But mentally, will it help the goaltender feel good, feel like there’s a plan for him? Definitely.""",0.12,1,0
427,Glass_and_Out,@MapleLeafs,2018-05-28 17:08:50,1,0,1,"Joined now by Steve Briere, goalie coach for the Toronto @MapleLeafs: “I’m constantly trying to get better just like everybody else.""",0.25,1,0
428,homenotahotel,@MapleLeafs,2018-05-28 17:07:01,6,1,0,I CANT YOU ONLY HAVE THIS OPEN TO CANADIAN RESIDENTS,0.0,0,0
429,lucancbj,@MapleLeafs,2018-05-28 17:00:18,14,1,3,So excited to be able to share that the @lucankhv2018 game between the @MapleLeafs & @Senators will be played in #Lucan! This is so exciting for our community! https://www.facebook.com/LucanKraftHockeyville2018/videos/195123551110745/ …,0.1875,1,0
430,CarBombBoom13,@MapleLeafs,2018-05-28 16:50:37,8,0,0,@NHL @NHLPA @GoldenKnights @Capitals @StanleyCup @NHLPlayerSafety #nhl #tbi #cte #StanleyCupPlayoffs #StanleyCup #StanleyCupFinal @MapleLeafs @brendanshanahan @NHLBruins @rwesthead @PlasticityDrs #hockey #life #death #alzheimers #dementia #suicidehttp://www.tsn.ca/years-into-concussion-lawsuit-jacobs-and-other-nhl-owners-deny-knowledge-of-cte-1.1095287 …,0.0,0,0
431,SamGaulin,@MapleLeafs,2018-05-28 16:37:33,0,0,0,I wish I wish,0.0,0,0
432,chelmarner,@MapleLeafs,2018-05-28 16:35:10,4,0,1,worst part of being a leafs fan living down in the states is all the givewaways u miss out on ,-0.5777777777777778,0,1
433,MapleLeafs,@MapleLeafs,2018-05-28 16:30:04,177,3,22,"Bring home an autographed @wmnylander sweater by entering to win this week's Leafs Nation giveaway.

ENTER: http://bit.ly/2kjhwDi  #TMLtalkpic.twitter.com/xtPU3m8Hfr",0.8,1,0
434,Guadalaharry,@MapleLeafs,2018-05-28 16:09:24,1,0,0,Ha! Tell that to your favourite @MapleLeafs fan.,0.0,0,0
435,WhitzerzRaverz,@MapleLeafs,2018-05-28 15:54:29,0,0,0,"@NickAmes82 Also in 1967: first Bowie, Doors, Velvet Underground, and Grateful Dead commercial LP releases; last Toronto @MapleLeafs Stanley Cup championship; date of my birth #yikes",0.012499999999999997,1,0
436,bibowski,@MapleLeafs,2018-05-28 15:51:12,0,0,0,"Hell, even Gardiner admitted it after the game in his interview. I've never seen someone look so personally defeated, and he SHOULD be upset. He was awful.",-0.4666666666666666,0,1
437,bibowski,@MapleLeafs,2018-05-28 15:48:58,0,0,0,"Andersen should have to make 40+ saves per game. When you make as many spectacular blunders as Gardiner did though, I guess you're going to let in more than you normally would. Rask had a shit game too in #7, but his team stepped up and helped him out.",0.10714285714285712,1,0
438,905myFM,@MapleLeafs,2018-05-28 15:42:26,6,0,1,Lucan Mayor @lucancbj announces that the Kraft Hockeyville NHL Preseason game between the @MapleLeafs and the @Senators will be played in Lucan. Ticket details to follow.pic.twitter.com/xFJQVPxrcb,-0.4,0,1
439,leafknowitall64,@MapleLeafs,2018-05-28 14:59:04,0,0,0,,,0,0
440,RealSports,@MapleLeafs,2018-05-28 14:57:25,0,0,0,Tomorrow and Wednesday it will open at 10:00am yes!,0.0,0,0
441,RealSports,@MapleLeafs,2018-05-28 14:57:06,1,0,0,In-store only!,0.0,0,0
442,RealSports,@MapleLeafs,2018-05-28 14:56:55,0,0,0,In-store only!,0.0,0,0
443,john_doe205,@MapleLeafs,2018-05-28 14:29:36,1,0,0,Great picture of Joe Carter celebrating!,1.0,1,0
444,CarBombBoom13,@MapleLeafs,2018-05-28 14:01:16,4,0,1,"@brendanshanahan then the director of the @NHLPlayerSafety testified July 22, 2015, that @NHL enforcers reached out to him to say they were afraid for their lives following Wade Belak’s death in 2011. Shanahan testified he had since forgotten those players’ names @MapleLeafs https://twitter.com/rwesthead/status/1001085458724552705 …",-0.3,0,1
445,PJDovey29,@MapleLeafs,2018-05-28 13:56:36,0,0,0,"Hello @MapleLeafs Andy is available!! He’s a 1000 times better than the guy who’s doing it now. Voice of Toronto!! BRING HIM BACK!!
#AndyFrost #VoiceoftheMapleLeafs",0.46875,1,0
446,gregmep,@MapleLeafs,2018-05-28 13:48:34,0,0,0,"Fans of 1970s hockey will love the presentation and Q&A session with former @MapleLeafs & @penguins defenceman Dave Burrows, and legendary fighter ""Battleship"" Bob Kelly of the Pens, @StLouisBlues, @NHLBlackhawks. Thanks to @Sihrhockey for the forum:https://youtu.be/B1Ec7Uf36jc ",0.425,1,0
447,luc_uggenti,@MapleLeafs,2018-05-28 13:43:30,3,1,0,Found a Luke Schenn rookie card in my room last night. He was one of my favourite @MapleLeafs players. Toronto has come along way since 2008! pic.twitter.com/GwVuCLPU0q,0.0,0,0
448,doraned66,@MapleLeafs,2018-05-28 13:25:08,0,0,0,Must get tickets when you visit Brampton  #LetsGoGrowlers #TMLlive @MapleLeafs @TorontoMarlies #MarliesLive,0.0,0,0
449,bibowski,@MapleLeafs,2018-05-28 13:12:17,0,0,0,"In the 3rd period of game 7? 100% Gardiner.

Andersen didn't do himself any favours either.",-0.2,0,1
450,guffer44,@MapleLeafs,2018-05-28 12:36:07,0,0,0,Maybe if you stop parachuting in Candidates in from Toronto you might have a better chance ! But the. Again we are a working class community that doesn’t usually elect rich people who who slowly kill public healthcare,0.3,1,0
